"Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/¿Qué producto obtiene?","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/El producto ${producto_espacio} lo ocupa para:","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/¿Cuánto obtiene de ${producto_espacio} al año?","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Unidad de medida del ${producto_espacio} (Pesca)","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Especifica la unidad de medida","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Unidad de medida del ${producto_espacio} (caza)","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Especifica la unidad de medida","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Unidad de medida del ${producto_espacio} (recolección)","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Especifica la unidad de medida","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Unidad de medida del ${producto_espacio} (compra/venta)","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Especifica la unidad de medida","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Unidad de medida del ${producto_espacio}(cultiva)","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Especifica la unidad de medida","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Unidad de medida del ${producto_espacio}(otro)","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/Especifica la unidad de medida","Espacios de vida y actividad (Diferentes espacios donde la gente se alimenta)/Actividades espacio de vida./Productos espacio de vida/¿Cuánto de los productos obtenidos en los espacio de vida, consume la familia? (expresado en porcentaje)","_index","_parent_table_name","_parent_index","_submission__id","_submission__uuid","_submission__submission_time","_submission__validation_status"
"Caña","autoconsumo","10","","","","","Pieza","","","","","","","","100","538","group_actividades_espacio","306","44443521","a4edd2c3-c749-4074-926e-e4b6a6d37981","2020-01-09T04:55:14",""
"Mandarina","autoconsumo","5","","","","","Otra","Kilos","","","","","","","100","539","group_actividades_espacio","306","44443521","a4edd2c3-c749-4074-926e-e4b6a6d37981","2020-01-09T04:55:14",""
"Platano manzano","autoconsumo","2","","","","","Manojo","","","","","","","","100","540","group_actividades_espacio","306","44443521","a4edd2c3-c749-4074-926e-e4b6a6d37981","2020-01-09T04:55:14",""
"Calabaza","ambos","40","","","","","Pieza","","","","","","","","30","541","group_actividades_espacio","306","44443521","a4edd2c3-c749-4074-926e-e4b6a6d37981","2020-01-09T04:55:14",""
"Pollo","autoconsumo","10","","","","","","","","","","","","","100","542","group_actividades_espacio","307","44443521","a4edd2c3-c749-4074-926e-e4b6a6d37981","2020-01-09T04:55:14",""
"Guajolote","autoconsumo","6","","","","","","","","","","","","","100","543","group_actividades_espacio","307","44443521","a4edd2c3-c749-4074-926e-e4b6a6d37981","2020-01-09T04:55:14",""
"Maiz","autoconsumo","16","","","","","Otra","Costales","","","","","","","100","544","group_actividades_espacio","308","44570900","cc1d1845-c54b-47a1-b665-b1c4ee03debe","2020-01-11T02:31:05",""
"Mandarina","autoconsumo","3","","","","","Otra","Cajas","","","","","","","100","545","group_actividades_espacio","308","44570900","cc1d1845-c54b-47a1-b665-b1c4ee03debe","2020-01-11T02:31:05",""
"Aguacate","autoconsumo","3","","","","","Otra","Cajas","","","","","","","100","546","group_actividades_espacio","308","44570900","cc1d1845-c54b-47a1-b665-b1c4ee03debe","2020-01-11T02:31:05",""
"Jobo","autoconsumo","3","","","","","Otra","Cubeta","","","","","","","100","547","group_actividades_espacio","308","44570900","cc1d1845-c54b-47a1-b665-b1c4ee03debe","2020-01-11T02:31:05",""
"Xonacate blanco","autoconsumo","10","","","","","Otra","Rollos","","","","","","","100","548","group_actividades_espacio","308","44570900","cc1d1845-c54b-47a1-b665-b1c4ee03debe","2020-01-11T02:31:05",""
"Caxtilan","autoconsumo","4","","","","","Otra","Rollos","","","","","","","100","549","group_actividades_espacio","308","44570900","cc1d1845-c54b-47a1-b665-b1c4ee03debe","2020-01-11T02:31:05",""
"Chayote","ambos","1","","","","","Otra","Costal","","","","","","","30","550","group_actividades_espacio","308","44570900","cc1d1845-c54b-47a1-b665-b1c4ee03debe","2020-01-11T02:31:05",""
"Nopal criollo","ambos","3","","","","","Otra","Cajas","","","","","","","10","551","group_actividades_espacio","308","44570900","cc1d1845-c54b-47a1-b665-b1c4ee03debe","2020-01-11T02:31:05",""
"Frijol","autoconsumo","6","","","","","","","Kilos","","","","","","100","552","group_actividades_espacio","309","44570903","40b4a5f0-01df-433c-9815-80e66281f3b9","2020-01-11T02:31:16",""
"Maiz","autoconsumo","6","","","","","","","Otra","Cuartillos","","","","","100","553","group_actividades_espacio","309","44570903","40b4a5f0-01df-433c-9815-80e66281f3b9","2020-01-11T02:31:16",""
"Chile","autoconsumo","5","","","","","","","Kilos","","","","","","100","554","group_actividades_espacio","309","44570903","40b4a5f0-01df-433c-9815-80e66281f3b9","2020-01-11T02:31:16",""
"Tomate","autoconsumo","5","","","","","","","Kilos","","","","","","100","555","group_actividades_espacio","309","44570903","40b4a5f0-01df-433c-9815-80e66281f3b9","2020-01-11T02:31:16",""
"Maiz","ambos","40","","","","","Otra","Costales","","","","","","","20","556","group_actividades_espacio","310","44570907","603bd068-13c5-472e-bcc7-bcdc7aacf77a","2020-01-11T02:31:25",""
"Caxtilan","ambos","200","","","","","Otra","Rollos","","","","","","","20","557","group_actividades_espacio","310","44570907","603bd068-13c5-472e-bcc7-bcdc7aacf77a","2020-01-11T02:31:25",""
"Calabaza","ambos","300","","","","","Pieza","","","","","","","","10","558","group_actividades_espacio","310","44570907","603bd068-13c5-472e-bcc7-bcdc7aacf77a","2020-01-11T02:31:25",""
"Nopal","ambos","20","","","","","Otra","Cajas","","","","","","","5","559","group_actividades_espacio","310","44570907","603bd068-13c5-472e-bcc7-bcdc7aacf77a","2020-01-11T02:31:25",""
"Aguacate","ambos","20","","","","","Otra","Cajas","","","","","","","15","560","group_actividades_espacio","310","44570907","603bd068-13c5-472e-bcc7-bcdc7aacf77a","2020-01-11T02:31:25",""
"Mango manila","ambos","6","","","","","Otra","Cajas","","","","","","","10","561","group_actividades_espacio","310","44570907","603bd068-13c5-472e-bcc7-bcdc7aacf77a","2020-01-11T02:31:25",""
"Jobo","ambos","30","","","","","Otra","Litros","","","","","","","20","562","group_actividades_espacio","310","44570907","603bd068-13c5-472e-bcc7-bcdc7aacf77a","2020-01-11T02:31:25",""
"Tamarindo","ambos","6","","","","","Otra","Costales","","","","","","","20","563","group_actividades_espacio","310","44570907","603bd068-13c5-472e-bcc7-bcdc7aacf77a","2020-01-11T02:31:25",""
"Platano castillo","ambos","4","","","","","Otra","Cajas","","","","","","","10","564","group_actividades_espacio","310","44570907","603bd068-13c5-472e-bcc7-bcdc7aacf77a","2020-01-11T02:31:25",""
"Platano manzano","ambos","4","","","","","Otra","Cajas","","","","","","","10","565","group_actividades_espacio","310","44570907","603bd068-13c5-472e-bcc7-bcdc7aacf77a","2020-01-11T02:31:25",""
"Caxtilan","ambos","400","","","","","Otra","Costales","","","","","","","15","566","group_actividades_espacio","311","44570911","ec089946-01ab-47d0-a099-93d2048b5f80","2020-01-11T02:31:34",""
"Frijol nayarit","ambos","30","","","","","Otra","Costales","","","","","","","15","567","group_actividades_espacio","311","44570911","ec089946-01ab-47d0-a099-93d2048b5f80","2020-01-11T02:31:34",""
"Maiz","ambos","27","","","","","Otra","Costal","","","","","","","20","568","group_actividades_espacio","311","44570911","ec089946-01ab-47d0-a099-93d2048b5f80","2020-01-11T02:31:34",""
"Liche","ambos","5","","","","","Otra","Cubeta","","","","","","","10","569","group_actividades_espacio","311","44570911","ec089946-01ab-47d0-a099-93d2048b5f80","2020-01-11T02:31:34",""
"Zapote","autoconsumo","1","","","","","Otra","Costal","","","","","","","100","570","group_actividades_espacio","311","44570911","ec089946-01ab-47d0-a099-93d2048b5f80","2020-01-11T02:31:34",""
"Naranja","autoconsumo","2","","","","","Otra","Costales","","","","","","","100","571","group_actividades_espacio","311","44570911","ec089946-01ab-47d0-a099-93d2048b5f80","2020-01-11T02:31:34",""
"Aguacate","ambos","6","","","","","Otra","Reja","","","","","","","10","572","group_actividades_espacio","311","44570911","ec089946-01ab-47d0-a099-93d2048b5f80","2020-01-11T02:31:34",""
"Mango manila","autoconsumo","1","","","","","Otra","Caja","","","","","","","100","573","group_actividades_espacio","311","44570911","ec089946-01ab-47d0-a099-93d2048b5f80","2020-01-11T02:31:34",""
"Platano macho","autoconsumo","1","","","","","Manojo","","","","","","","","100","574","group_actividades_espacio","311","44570911","ec089946-01ab-47d0-a099-93d2048b5f80","2020-01-11T02:31:34",""
"Platano manzano","ambos","5","","","","","Otra","Rejas","","","","","","","5","575","group_actividades_espacio","311","44570911","ec089946-01ab-47d0-a099-93d2048b5f80","2020-01-11T02:31:34",""
"Platano tabasco","autoconsumo","1","","","","","Manojo","","","","","","","","100","576","group_actividades_espacio","311","44570911","ec089946-01ab-47d0-a099-93d2048b5f80","2020-01-11T02:31:34",""
"Calabaza","ambos","300","","","","","Pieza","","","","","","","","10","577","group_actividades_espacio","311","44570911","ec089946-01ab-47d0-a099-93d2048b5f80","2020-01-11T02:31:34",""
"Cilantro","ambos","30","","","","","Otra","Rollos","","","","","","","15","578","group_actividades_espacio","311","44570911","ec089946-01ab-47d0-a099-93d2048b5f80","2020-01-11T02:31:34",""
"Maiz","ambos","10","","","","","Otra","Costal","","","","","","","50","579","group_actividades_espacio","312","44570934","07cdccfa-2fdf-4e43-bd6c-e249f5d4087c","2020-01-11T02:31:45",""
"Frijol nayarit","autoconsumo","1","","","","","Otra","Costal","","","","","","","100","580","group_actividades_espacio","312","44570934","07cdccfa-2fdf-4e43-bd6c-e249f5d4087c","2020-01-11T02:31:45",""
"Ajonjoli","ambos","2","","","","","Otra","Costal","","","","","","","10","581","group_actividades_espacio","312","44570934","07cdccfa-2fdf-4e43-bd6c-e249f5d4087c","2020-01-11T02:31:45",""
"Platano macho","ambos","4","","","","","Otra","Racimos","","","","","","","15","582","group_actividades_espacio","312","44570934","07cdccfa-2fdf-4e43-bd6c-e249f5d4087c","2020-01-11T02:31:45",""
"Mandarina","autoconsumo","1","","","","","Otra","Costal","","","","","","","100","583","group_actividades_espacio","312","44570934","07cdccfa-2fdf-4e43-bd6c-e249f5d4087c","2020-01-11T02:31:45",""
"Caxtilan","ambos","3","","","","","Otra","Costales","","","","","","","50","584","group_actividades_espacio","312","44570934","07cdccfa-2fdf-4e43-bd6c-e249f5d4087c","2020-01-11T02:31:45",""
"Maiz","ambos","10","","","","","Otra","Costal","","","","","","","30","585","group_actividades_espacio","313","44570939","c1a64a49-e51b-4ed2-8f84-6da5e9c47ffb","2020-01-11T02:31:53",""
"Frijol","autoconsumo","3","","","","","Otra","Costal","","","","","","","100","586","group_actividades_espacio","313","44570939","c1a64a49-e51b-4ed2-8f84-6da5e9c47ffb","2020-01-11T02:31:53",""
"Caxtilan","ambos","100","","","","","Otra","Costal","","","","","","","30","587","group_actividades_espacio","313","44570939","c1a64a49-e51b-4ed2-8f84-6da5e9c47ffb","2020-01-11T02:31:53",""
"Calabaza","ambos","100","","","","","Pieza","","","","","","","","20","588","group_actividades_espacio","313","44570939","c1a64a49-e51b-4ed2-8f84-6da5e9c47ffb","2020-01-11T02:31:53",""
"Chayote","ambos","1","","","","","Otra","Costal","","","","","","","5","589","group_actividades_espacio","313","44570939","c1a64a49-e51b-4ed2-8f84-6da5e9c47ffb","2020-01-11T02:31:53",""
"Maiz","autoconsumo","5","","","","","Otra","Costal","","","","","","","100","590","group_actividades_espacio","314","44663385","b7c78373-79c7-417f-8f73-e2815dcd8e04","2020-01-13T02:03:50",""
"Guayaba","autoconsumo","1","","","","","Otra","Caja","","","","","","","100","591","group_actividades_espacio","314","44663385","b7c78373-79c7-417f-8f73-e2815dcd8e04","2020-01-13T02:03:50",""
"Platano manzano","autoconsumo","1","","","","","Otra","Caja","","","","","","","100","592","group_actividades_espacio","314","44663385","b7c78373-79c7-417f-8f73-e2815dcd8e04","2020-01-13T02:03:50",""
"Naranja","autoconsumo","1","","","","","Otra","Costal","","","","","","","100","593","group_actividades_espacio","314","44663385","b7c78373-79c7-417f-8f73-e2815dcd8e04","2020-01-13T02:03:50",""
"Chile","autoconsumo","5","","","","","","","Kilos","","","","","","100","594","group_actividades_espacio","315","44663385","b7c78373-79c7-417f-8f73-e2815dcd8e04","2020-01-13T02:03:50",""
"Tomate","autoconsumo","5","","","","","","","Kilos","","","","","","100","595","group_actividades_espacio","315","44663385","b7c78373-79c7-417f-8f73-e2815dcd8e04","2020-01-13T02:03:50",""
"Cebolla","autoconsumo","5","","","","","","","Kilos","","","","","","100","596","group_actividades_espacio","315","44663385","b7c78373-79c7-417f-8f73-e2815dcd8e04","2020-01-13T02:03:50",""
"Papa","autoconsumo","5","","","","","","","Kilos","","","","","","100","597","group_actividades_espacio","315","44663385","b7c78373-79c7-417f-8f73-e2815dcd8e04","2020-01-13T02:03:50",""
"Chayote","autoconsumo","5","","","","","","","Piezas","","","","","","100","598","group_actividades_espacio","315","44663385","b7c78373-79c7-417f-8f73-e2815dcd8e04","2020-01-13T02:03:50",""
"Maiz","ambos","16","","","","","Otra","Costal","","","","","","","50","599","group_actividades_espacio","316","44663389","db8c2bc8-27c2-4103-a5e9-f35d4e854ea0","2020-01-13T02:03:58",""
"Frijol","ambos","10","","","","","Otra","Costal","","","","","","","50","600","group_actividades_espacio","316","44663389","db8c2bc8-27c2-4103-a5e9-f35d4e854ea0","2020-01-13T02:03:58",""
"Ajonjoli","venta","4","","","","","Otra","Costal","","","","","","","1","601","group_actividades_espacio","316","44663389","db8c2bc8-27c2-4103-a5e9-f35d4e854ea0","2020-01-13T02:03:58",""
"Calabaza","ambos","250","","","","","Pieza","","","","","","","","20","602","group_actividades_espacio","316","44663389","db8c2bc8-27c2-4103-a5e9-f35d4e854ea0","2020-01-13T02:03:58",""
"Platano manzano","ambos","4","","","","","Otra","Cajas","","","","","","","10","603","group_actividades_espacio","316","44663389","db8c2bc8-27c2-4103-a5e9-f35d4e854ea0","2020-01-13T02:03:58",""
"Palmilla","ambos","20","","","","","Manojo","","","","","","","","5","604","group_actividades_espacio","317","45507371","865363bc-7d0f-422e-bf04-2442c02dba4c","2020-01-26T06:44:16",""
"Maiz","ambos","30","","","","","Otra","Costal","","","","","","","30","605","group_actividades_espacio","317","45507371","865363bc-7d0f-422e-bf04-2442c02dba4c","2020-01-26T06:44:16",""
"Naranja","ambos","2","","","","","Otra","Costal","","","","","","","10","606","group_actividades_espacio","317","45507371","865363bc-7d0f-422e-bf04-2442c02dba4c","2020-01-26T06:44:16",""
"Platano manzano","autoconsumo","2","","","","","Manojo","","","","","","","","100","607","group_actividades_espacio","317","45507371","865363bc-7d0f-422e-bf04-2442c02dba4c","2020-01-26T06:44:16",""
"Platano macho","autoconsumo","1","","","","","Manojo","","","","","","","","100","608","group_actividades_espacio","317","45507371","865363bc-7d0f-422e-bf04-2442c02dba4c","2020-01-26T06:44:16",""
"Frijol chimequel","ambos","1","","","","","Otra","Costal","","","","","","","20","609","group_actividades_espacio","317","45507371","865363bc-7d0f-422e-bf04-2442c02dba4c","2020-01-26T06:44:16",""
"Lenteja","ambos","2","","","","","Otra","Costal","","","","","","","30","610","group_actividades_espacio","317","45507371","865363bc-7d0f-422e-bf04-2442c02dba4c","2020-01-26T06:44:16",""
"Ajonjoli","autoconsumo","1","","","","","Otra","Litro","","","","","","","100","611","group_actividades_espacio","317","45507371","865363bc-7d0f-422e-bf04-2442c02dba4c","2020-01-26T06:44:16",""
"Calabaza","autoconsumo","20","","","","","Pieza","","","","","","","","100","612","group_actividades_espacio","317","45507371","865363bc-7d0f-422e-bf04-2442c02dba4c","2020-01-26T06:44:16",""
"Aguacate oloroso","ambos","5","","","","","Otra","Costal","","","","","","","10","613","group_actividades_espacio","317","45507371","865363bc-7d0f-422e-bf04-2442c02dba4c","2020-01-26T06:44:16",""
"Cafetal","ambos","5","","","","","Otra","Costal","","","","","","","30","614","group_actividades_espacio","317","45507371","865363bc-7d0f-422e-bf04-2442c02dba4c","2020-01-26T06:44:16",""
"Nopal criollo","autoconsumo","1","","","","","Otra","Costal","","","","","","","100","615","group_actividades_espacio","317","45507371","865363bc-7d0f-422e-bf04-2442c02dba4c","2020-01-26T06:44:16",""
"Maiz","autoconsumo","18","","","","","Otra","Costales","","","","","","","100","616","group_actividades_espacio","318","45507373","d6706e43-727d-4f5d-9bae-67df73d7d767","2020-01-26T06:44:22",""
"Frijol chimequel","ambos","1","","","","","Otra","Costal","","","","","","","40","617","group_actividades_espacio","318","45507373","d6706e43-727d-4f5d-9bae-67df73d7d767","2020-01-26T06:44:22",""
"Jitomate criollo","ambos","12","","","","","Otra","Caja","","","","","","","20","618","group_actividades_espacio","318","45507373","d6706e43-727d-4f5d-9bae-67df73d7d767","2020-01-26T06:44:22",""
"Calabaza","ambos","70","","","","","Pieza","","","","","","","","20","619","group_actividades_espacio","318","45507373","d6706e43-727d-4f5d-9bae-67df73d7d767","2020-01-26T06:44:22",""
"Pipian","ambos","3","","","","","Otra","Cuartillos","","","","","","","10","620","group_actividades_espacio","318","45507373","d6706e43-727d-4f5d-9bae-67df73d7d767","2020-01-26T06:44:22",""
"Frijol emecate","ambos","2","","","","","Otra","Cuartillos","","","","","","","20","621","group_actividades_espacio","318","45507373","d6706e43-727d-4f5d-9bae-67df73d7d767","2020-01-26T06:44:22",""
"Papaya","autoconsumo","8","","","","","Pieza","","","","","","","","100","622","group_actividades_espacio","318","45507373","d6706e43-727d-4f5d-9bae-67df73d7d767","2020-01-26T06:44:22",""
"Liche","autoconsumo","1","","","","","Otra","Cubeta","","","","","","","100","623","group_actividades_espacio","318","45507373","d6706e43-727d-4f5d-9bae-67df73d7d767","2020-01-26T06:44:22",""
"Zapote","autoconsumo","1","","","","","Otra","Caja","","","","","","","100","624","group_actividades_espacio","318","45507373","d6706e43-727d-4f5d-9bae-67df73d7d767","2020-01-26T06:44:22",""
"Maiz","autoconsumo","1","","","","","","","Otra","Cuartillo","","","","","100","625","group_actividades_espacio","319","45507375","bbf988a9-2599-4015-9666-aa45574b6128","2020-01-26T06:44:29",""
"Chile","autoconsumo","5","","","","","","","Kilos","","","","","","100","626","group_actividades_espacio","319","45507375","bbf988a9-2599-4015-9666-aa45574b6128","2020-01-26T06:44:29",""
"Tomate","autoconsumo","5","","","","","","","Kilos","","","","","","100","627","group_actividades_espacio","319","45507375","bbf988a9-2599-4015-9666-aa45574b6128","2020-01-26T06:44:29",""
"Cebolla","autoconsumo","5","","","","","","","Kilos","","","","","","100","628","group_actividades_espacio","319","45507375","bbf988a9-2599-4015-9666-aa45574b6128","2020-01-26T06:44:29",""
"Frijol","autoconsumo","1","","","","","","","Otra","Cuartillo","","","","","100","629","group_actividades_espacio","319","45507375","bbf988a9-2599-4015-9666-aa45574b6128","2020-01-26T06:44:29",""
"Maiz","autoconsumo","15","","","","","Otra","Costal","","","","","","","100","630","group_actividades_espacio","320","45507377","cbbfd991-8a5a-48d2-930f-cf39fab60461","2020-01-26T06:44:35",""
"Frijol zurco","ambos","4","","","","","Otra","Costal","","","","","","","40","631","group_actividades_espacio","320","45507377","cbbfd991-8a5a-48d2-930f-cf39fab60461","2020-01-26T06:44:35",""
"Frijol chimequel","ambos","2","","","","","Otra","Costal","","","","","","","40","632","group_actividades_espacio","320","45507377","cbbfd991-8a5a-48d2-930f-cf39fab60461","2020-01-26T06:44:35",""
"Mandarina","ambos","8","","","","","Otra","Caja","","","","","","","10","633","group_actividades_espacio","320","45507377","cbbfd991-8a5a-48d2-930f-cf39fab60461","2020-01-26T06:44:35",""
"Platano macho","autoconsumo","6","","","","","Manojo","","","","","","","","100","634","group_actividades_espacio","320","45507377","cbbfd991-8a5a-48d2-930f-cf39fab60461","2020-01-26T06:44:35",""
"Platano manzano","autoconsumo","3","","","","","Manojo","","","","","","","","100","635","group_actividades_espacio","320","45507377","cbbfd991-8a5a-48d2-930f-cf39fab60461","2020-01-26T06:44:35",""
"Chiltepin","ambos","2","","","","","Otra","Cuartillos","","","","","","","10","636","group_actividades_espacio","320","45507377","cbbfd991-8a5a-48d2-930f-cf39fab60461","2020-01-26T06:44:35",""
"Papaya","ambos","100","","","","","Pieza","","","","","","","","15","637","group_actividades_espacio","320","45507377","cbbfd991-8a5a-48d2-930f-cf39fab60461","2020-01-26T06:44:35",""
"Ajonjoli","autoconsumo","1","","","","","Otra","Cuartillo","","","","","","","100","638","group_actividades_espacio","320","45507377","cbbfd991-8a5a-48d2-930f-cf39fab60461","2020-01-26T06:44:35",""
"Calabaza","ambos","60","","","","","Pieza","","","","","","","","20","639","group_actividades_espacio","320","45507377","cbbfd991-8a5a-48d2-930f-cf39fab60461","2020-01-26T06:44:35",""
"Chayote","autoconsumo","1","","","","","Otra","Costal","","","","","","","100","640","group_actividades_espacio","320","45507377","cbbfd991-8a5a-48d2-930f-cf39fab60461","2020-01-26T06:44:35",""
"Cafe","ambos","2","","","","","Otra","Cuartillos","","","","","","","40","641","group_actividades_espacio","320","45507377","cbbfd991-8a5a-48d2-930f-cf39fab60461","2020-01-26T06:44:35",""
"Maiz","autoconsumo","16","","","","","Otra","Costal","","","","","","","100","642","group_actividades_espacio","321","45507380","3a5eb1c4-ebce-4de6-a1f2-c3b6c524ed6f","2020-01-26T06:44:42",""
"Frijol","ambos","10","","","","","Otra","Costal","","","","","","","30","643","group_actividades_espacio","321","45507380","3a5eb1c4-ebce-4de6-a1f2-c3b6c524ed6f","2020-01-26T06:44:42",""
"Maiz","autoconsumo","2","","","","","Otra","Costal","","","","","","","100","644","group_actividades_espacio","322","45507382","1dc9b8ea-fae2-4639-8627-a9a7f7dad3b6","2020-01-26T06:44:50",""
"Platano macho","autoconsumo","18","","","","","Otra","Racimos","","","","","","","100","645","group_actividades_espacio","322","45507382","1dc9b8ea-fae2-4639-8627-a9a7f7dad3b6","2020-01-26T06:44:50",""
"Platano manzano","autoconsumo","5","","","","","Otra","Racimos","","","","","","","100","646","group_actividades_espacio","322","45507382","1dc9b8ea-fae2-4639-8627-a9a7f7dad3b6","2020-01-26T06:44:50",""
"Maiz","autoconsumo","10","","","","","Otra","Costal","","","","","","","100","647","group_actividades_espacio","323","45507384","5e662f8e-dbb8-4562-b843-b3f66ec318b3","2020-01-26T06:44:56",""
"Camote","autoconsumo","3","","","","","Otra","Costal","","","","","","","100","648","group_actividades_espacio","323","45507384","5e662f8e-dbb8-4562-b843-b3f66ec318b3","2020-01-26T06:44:56",""
